,tweet,prepro,label
219,"UPDATE! Kasus Virus Corona Covid-19 Indonesia per Hari Ini, 1 Januari 2021, Bertambah lagi 8.072 Kasus Dalam Sehari

https://t.co/Do7Dx3S0wn

#update #updatecorona #updatecovid19 #lawancorona #lawancovid19 #ingatpesanibu #satgas #3m #pakaimasker #prokes #updatecoronaindo #covid19","['update', 'virus', 'corona', 'covid', 'indonesia', 'januari', 'tambah', 'hari', 'update', 'updatecorona', 'updatecovid', 'lawancorona', 'lawancovid', 'ingatpesanibu', 'satgas', 'm', 'pakaimasker', 'prokes', 'updatecoronaindo', 'covid']",negatif
641,"Menjelang berakhirnya si masehi 2020 ini, dibalik new normal (kenormalan baru yang memaksa dinormalkan), covid yang genap membuka gelombang kedua layaknya snmptn (pandai sekali memilah milih manusia untuk dipositifkan),","['jelang', 'masehi', 'balik', 'new', 'normal', 'normal', 'paksa', 'normal', 'covid', 'genap', 'buka', 'gelombang', 'layak', 'snmptn', 'pandai', 'mem', 'milih', 'manusia', 'positif']",negatif
1,"silahkan cek referensi agar tau stimulus atau basic income COVID-19 di negara lain seperti apa:
https://t.co/OQE4YD2zXA","['silah', 'cek', 'referensi', 'stimulus', 'basic', 'income', 'covid', 'negara']",positif
112,"Tambah 8.072, Kasus Covid-19 di Indonesia Jadi 751.270 https://t.co/Ugiq6RcCer https://t.co/KLDbKsRTLo","['covid', 'indonesia']",negatif
698,https://t.co/F8NmsubcgO,[],negatif
1280,@undipmenfess Mati rasa ciri2 orang kena covid https://t.co/nMeMXE26P3,"['undipmenfess', 'mati', 'ciri', 'orang', 'kena', 'covid']",negatif
951,"Gubernur Jatim Khofifah Indar Parawansa Positif Terpapar Covid-19 

https://t.co/UrmIlJpM4f","['gubernur', 'jatim', 'khofifah', 'indar', 'parawansa', 'positif', 'papar', 'covid']",negatif
1181,"pada tahun 2020 lalu telah melalui berbagai peristiwa, prestasi, program-program kerja dan sebagainya yang sudah pasti sangat berbeda dari tahun sebelumnya.

Tahun dimana kita menjalankan tugas dan kewajiban ditengah pandemi Covid-19, tahun yang memberikan begitu banyak hal baru https://t.co/jBhHLG3Q76","['peristiwa', 'prestasi', 'program', 'program', 'kerja', 'beda', 'mana', 'jalan', 'tugas', 'wajib', 'tengah', 'pandemi', 'covid']",negatif
1209,"@ValdhoJordy Wedangan LDR sek, Covid lungs :(","['valdhojordy', 'wedang', 'ldr', 'sek', 'covid', 'lungs']",netral
441,"Cukup Pakai NIK, Cek Apakah Anda Dapat Vaksin Covid-19 Gratis Tahap Pertama atau Tidak https://t.co/6SxbqxexNH","['pakai', 'nik', 'cek', 'vaksin', 'covid', 'gratis', 'tahap']",netral
1136,"Dapat SMS dari Kemenkes, Sejumlah Perawat di Kota Cimahi Siap Divaksinasi Covid-19 https://t.co/C0xb7MMeW7 https://t.co/51SPtJ19d8","['sms', 'kemenkes', 'awat', 'kota', 'cimahi', 'vaksinasi', 'covid']",negatif
663,"Covid-19, Kasus Anak Berhadapan Hukum Meningkat https://t.co/Zs0oOAVBvK","['covid', 'anak', 'hadap', 'hukum', 'tingkat']",positif
1226,Tetap jaga kesehatan dan patuhi protokol kesehatan guna mencegah penyebaran Virus Corona Disease-19 (Covid-19).,"['jaga', 'sehat', 'patuh', 'protokol', 'sehat', 'cegah', 'sebar', 'virus', 'corona', 'disease', 'covid']",negatif
317,"lagi iki aku tahun baruan ra yang2an mergo covid, biasane yo mergo ra ndue yang","['iki', 'baru', 'ra', 'an', 'mergo', 'covid', 'biasane', 'yo', 'mergo', 'ra', 'ndue']",positif
648,"@aewin86 Q mlalah seneng buat ngingetin ke diri sendiri n org terdekat kl covid-19 itu nyata,, n kl bukan kita siapa lagi?","['aewin', 'q', 'mlalah', 'neng', 'ngingetin', 'org', 'dekat', 'kl', 'covid', 'nyata', 'kl']",netral
709,"Coba cek NIK disini ya ges.
Apakah NIK kalian terdaftar sebagai penerima vaksin covid-19 batch 1.
https://t.co/7cUGv57tP0","['coba', 'cek', 'nik', 'ges', 'nik', 'daftar', 'terima', 'vaksin', 'covid', 'batch']",positif
972,@aewin86 Ayo dukung program pemerintah #AyodiVaksin  cegah dan putus penularan Covid 19 #BersamaKitaBisa,"['aewin', 'ayo', 'dukung', 'program', 'perintah', 'ayodivaksin', 'cegah', 'putus', 'tular', 'covid', 'bersamakitabisa']",positif
627,"Resolusi 2021 :

Sehat ,bahagia, no insecure..no ekspetasi ,,nikah,rejeki lancar,jangan ketemu orang2 jahat ,covid enyah dri bumi,bisa liburan lagi

Aamiin","['resolusi', 'sehat', 'bahagia', 'no', 'insecure', 'no', 'ekspetasi', 'nikah', 'rejeki', 'lancar', 'ketemu', 'orang', 'jahat', 'covid', 'enyah', 'dri', 'bumi', 'libur', 'aamiin']",negatif
632,"Tetap gunakan Masker, kita putus penyebaran virus corona Covid-19
#Bersamaputuscorona https://t.co/vIBC1tAm9u","['masker', 'putus', 'sebar', 'virus', 'corona', 'covid', 'bersamaputuscorona']",positif
1306,"Tenaga medis juga manusia, cant wait to see u, lekas pulih dari covid.","['tenaga', 'medis', 'manusia', 'cant', 'wait', 'to', 'see', 'lekas', 'pulih', 'covid']",positif
1237,"Cari tahu informasi tentang COVID-19 di website https://t.co/rtD9wiwPgl atau media sosial @lawancovid19_id

#TransportasiJuara #BersatuMelawanCovid19 #75TahunJabar #DishubJabar #IndonesiaKerjaBersama #JabarJuara #JabarTanggapCovid19 #JabarJuaraLahirBatin","['cari', 'informasi', 'covid', 'website', 'media', 'sosial', 'lawancovid', 'id', 'transportasijuara', 'bersatumelawancovid', 'tahunjabar', 'dishubjabar', 'indonesiakerjabersama', 'jabarjuara', 'jabartanggapcovid', 'jabarjuaralahirbatin']",netral
795,@belummtidur Covid jilid 2,"['belummtidur', 'covid', 'jilid']",positif
645,"Baru kali ini gak liburan tahun baru keluar negeri garaÂ² covid-19,

Biasanya si garaÂ² gak punya uang","['kali', 'libur', 'negeri', 'gara', 'covid', 'gara', 'uang']",positif
1012,"Telah datang 1,8 juta dosis vaksin dan disimpan di @biofarmaID, berlanjut dengan keluarnya EUA untuk vaksin Astrazeneca yang sudah dibeli Indonesia. Semua proses  mengacu pd keamanan dan efektivitas vaksin, jadi siapkah di imunisasi covid-19 Sahabat Imun?

#vaksinuntukindonesia https://t.co/7nCi0aUEtz","['juta', 'dosis', 'vaksin', 'simpan', 'biofarmaid', 'lanjut', 'keluar', 'eua', 'vaksin', 'astrazeneca', 'beli', 'indonesia', 'proses', 'acu', 'pd', 'aman', 'efektivitas', 'vaksin', 'siap', 'imunisasi', 'covid', 'sahabat', 'imun', 'vaksinuntukindonesia']",negatif
556,"#MGTWhatsUp Musisi Dipha Barus dan istrinya, Vanessa Budihardja, menyatakan positif terpapar COVID-19. Hal ini ia publikasikan di Instagram Dipha Barus. Dipha mengunggah hasil tes swabnya dan foto obat-obatan yang dikonsumsinya. https://t.co/SQaXpNOyj0","['mgtwhatsup', 'musisi', 'dipha', 'barus', 'istri', 'vanessa', 'budihardja', 'positif', 'papar', 'covid', 'publikasi', 'instagram', 'dipha', 'barus', 'dipha', 'unggah', 'hasil', 'tes', 'swabnya', 'foto', 'obat', 'obat', 'konsumsi']",positif
681,@vasco_ruseimy Padahal rumah saki penuh dgn penderita covid . Apa yg dirayakan ???,"['vasco ruseimy', 'rumah', 'saki', 'penuh', 'derita', 'covid', 'raya']",positif
577,"Sugeng warso enggal 2021, mugi-mugi kito sedoyo tansah pinaringan bagas waras, rahayu wilujeng slamet, kalis ing sambikolo, bala' sedoyo penyakit, covid lan sapanunggalanipun, tentrem kerto raharjo, bahagia dunyo tuwin akhirat, aamiin...","['sugeng', 'warso', 'enggal', 'mugi', 'mugi', 'kito', 'doyo', 'tansah', 'paring', 'bagas', 'waras', 'rahayu', 'wilujeng', 'slamet', 'kalis', 'ing', 'sambikolo', 'bala', 'doyo', 'sakit', 'covid', 'lan', 'sapanunggalanipun', 'tentrem', 'kerto', 'raharjo', 'bahagia', 'dunyo', 'tuwin', 'akhirat', 'aamiin']",netral
1109,"à¤¦à¤¶à¥ˆà¤‚ à¤ªà¥à¤¸à¥à¤¤à¤•à¤•à¥‹ à¤°à¥Œà¤¨à¤• à¤…à¤à¥ˆ à¤¬à¤¾à¤à¤•à¥€ à¤› à¤¹à¥ˆ ! à¤¸à¥à¤ªà¥‡à¤¨à¤¿à¤¸ à¤­à¤¾à¤·à¤¾à¤®à¤¾ à¤ªà¥à¤°à¤•à¤¾à¤¶à¤¿à¤¤ à¤¯à¥‹ à¤²à¥‡à¤– !
Thanks @SangyShrestha 
@archana_thapa @DilBhusanPathak @Bibossmaharjan 

https://t.co/KTCp6yJbYT","['thanks', 'sangyshrestha', 'archana thapa', 'dilbhusanpathak', 'bibossmaharjan']",negatif
1183,"Akhir2 ini emakku sering membawa berita duka dari beberapa temannya yang meninggal karena covid, semoga kondisi ini semakin membaik.","['emakku', 'bawa', 'berita', 'duka', 'teman', 'tinggal', 'covid', 'moga', 'kondisi', 'baik']",netral
524,"Pemerintah Datangkan 1,8 Juta Vaksin Covid-19 Tahap 2

Sebanyak 1,8 juta vaksin Covid-19 dari perusahaan Sinovac, tiba di Bandara Internasional Soekarno-Hatta, Tangerang, Provinsi Banten, pada Kamis, 31 Desember 2020. https://t.co/DMuMZ6sISH","['perintah', 'datang', 'juta', 'vaksin', 'covid', 'tahap', 'juta', 'vaksin', 'covid', 'usaha', 'sinovac', 'bandara', 'internasional', 'soekarno', 'hatta', 'tangerang', 'provinsi', 'banten', 'kamis', 'desember']",negatif
1059,Waspada pasca liburan lonjakan pasien covid naik. Tetap jaga 3 M ya https://t.co/WEeKAnIEbL,"['waspada', 'pasca', 'libur', 'lonjak', 'pasien', 'covid', 'jaga', 'm']",negatif
540,"Suatu Senja di Yerusalem
bersyukur sekali sebelum pandemik Covid 19
sudah diberi kesempatan ke Tanah Suci Yerusalem @ Yerussalem-Israel https://t.co/AnY6Z7UuV2","['senja', 'yerusalem', 'syukur', 'pandemik', 'covid', 'sempat', 'tanah', 'suci', 'yerusalem', 'yerussalem', 'israel']",negatif
1194,"Ngerasain ngumpul bareng lagi sm temen kampus semenjak covid gk ketemu2 tuh...... Senenggggggggg bgt!! Byk cerita2 baru, ketawa lepas, bahkan ada yg udh tunangan, itu rasanya kyk momen yg bener2 udh lama bgt gk dirasainâ¤ï¸â¤ï¸â¤ï¸â¤ï¸","['ngerasain', 'ngumpul', 'bareng', 'sm', 'temen', 'kampus', 'semenjak', 'covid', 'gk', 'ketemu', 'senenggggggggg', 'bgt', 'byk', 'cerita', 'ketawa', 'lepas', 'udh', 'tunang', 'kyk', 'momen', 'bener', 'udh', 'bgt', 'gk', 'dirasain']",positif
748,"Harapan VP di tahun 2021 ini, semoga pandemi Covid-19 cepat berlalu, dan segala tantangan maupun hambatan yang akan kami lalui tidak akan menggoyahkan kami.","['harap', 'vp', 'moga', 'pandemi', 'covid', 'cepat', 'tantang', 'hambat', 'lalu', 'goyah']",positif
1240,"Tadi pagi temen dikirimin video ini langsung percaya kalau itu vaksin covid. Langsung tak senggrong, suruh liat lagi secara teliti, bahwa itu imunisasi difteri, baru dia ngeh. Coba berapa orang lagi yang percaya tanpa ada yang ngingetin? https://t.co/bJmWvFPKKM","['pagi', 'temen', 'dikirimin', 'video', 'langsung', 'percaya', 'vaksin', 'covid', 'langsung', 'senggrong', 'suruh', 'liat', 'teliti', 'imunisasi', 'difteri', 'ngeh', 'coba', 'orang', 'percaya', 'ngingetin']",netral
484,"Kaget ga sih, dapet email dengan subject ""Year of living dangerously"".

Kukira kilas balik sejarah 1965, ternyata 2020. Sudah separah itukah Indonesia, sehingga frasa tersebut kembali dipakai media? Menyandingkan bencana krisis+KORUPSI covid dengan G30S. Apakah aktornya sama? https://t.co/vLLRe7ABi8","['kaget', 'dapet', 'email', 'subject', 'year', 'of', 'living', 'dangerously', 'kira', 'kilas', 'sejarah', 'parah', 'indonesia', 'frasa', 'pakai', 'media', 'sanding', 'bencana', 'krisis', 'korupsi', 'covid', 'g', 's', 'aktor']",negatif
95,"Perizinan Vaksin Covid-19 selesai satu-dua minggu lagi.

#KawalPresidenJokowi #vaksinuntukkita https://t.co/aMnLs1XWcZ","['izin', 'vaksin', 'covid', 'selesai', 'minggu', 'kawalpresidenjokowi', 'vaksinuntukkita']",positif
1020,@SiaranBolaLive covid=sebuah alat control baru manusia,"['siaranbolalive', 'covid', 'alat', 'control', 'manusia']",netral
563,"Kriteria penerima vaksin Covid-19  melalui SMS dari Kemenkes sesuai dengan keputusan Menkes pada 31 Desember 2020.

@jokowi 
#jokowilawanpandemi https://t.co/59KfAoC2Kw","['kriteria', 'terima', 'vaksin', 'covid', 'sms', 'kemenkes', 'sesuai', 'putus', 'menkes', 'desember', 'jokowi', 'jokowilawanpandemi']",positif
742,"Malam Tahun Baru di Tengah Pandemi Covid-19, Kepolisian Temukan Sejumlah Pelanggaran di DKI Jakarta https://t.co/rkBGPB9RNu","['malam', 'pandemi', 'covid', 'polisi', 'temu', 'langgar', 'dki', 'jakarta']",positif
863,"Patroli gabungan Polsek kaliangkrik dan Koramil Kaliangkrik di malam pergantian tahun baru 2021 lakukan himbauan untuk tidak berkunjung ke lokasi wisata atau membuat kerumunan / perayaan pergatian tahun baru 2021, mengingat saat ini masih dalam situasi pandemi COVID 19. https://t.co/XsmUklrxOB","['patroli', 'gabung', 'polsek', 'kaliangkrik', 'koramil', 'kaliangkrik', 'malam', 'ganti', 'laku', 'himbauan', 'kunjung', 'lokasi', 'wisata', 'kerumun', 'raya', 'pergatian', 'situasi', 'pandemi', 'covid']",positif
891,"@6iam_ Teu apal nuu, bisa wae pasien titah ttd ket terpapar meh insentif rs lancar da dedengean mah cuan perawatan covid teh gede. Berita kitu emg loba tapi mun turun langsung kalapangan mah encan wkwkwk, matak resep we berspekulasi","['iam', 'teu', 'apal', 'nuu', 'wae', 'pasien', 'titah', 'ttd', 'ket', 'papar', 'meh', 'insentif', 'rs', 'lancar', 'da', 'dedengean', 'mah', 'cuan', 'awat', 'covid', 'teh', 'gede', 'berita', 'kitu', 'emg', 'loba', 'mun', 'turun', 'langsung', 'kalapangan', 'mah', 'encan', 'wkwkwk', 'matak', 'resep', 'we', 'spekulasi']",negatif
1038,"Hari Kedua di 2021, Ada 29 Warga Kabupaten Subang Terkonfirmasi Covid-19

 https://t.co/rjXSUTVOFi","['warga', 'kabupaten', 'subang', 'konfirmasi', 'covid']",negatif
206,"Ringankan Beban Masyarakat, PLN Jalankan Perpanjangan Stimulus Covid-19 Hingga Maret 2021
@_pln_id 
#listrikgratis","['ringan', 'beban', 'masyarakat', 'pln', 'jalan', 'panjang', 'stimulus', 'covid', 'maret', 'pln id', 'listrikgratis']",positif
392,@LisaAmartatara3 Kmrn wkt kena covid sdh mhn maaf lahir dan batin.. maaf nya hilang skrg yg muncul laknat.. ðŸ˜†,"['lisaamartatara', 'kmrn', 'wkt', 'kena', 'covid', 'mhn', 'maaf', 'lahir', 'batin', 'maaf', 'hilang', 'skrg', 'muncul', 'laknat']",netral
794,"karena terdampak pandemi Covid-19. Dalam postingan video tersebut, dijelaskan jika keluarga tersebut tidak pernah mendapatkan bantuan sosial sembako dari Pemerintah Kota (Pemkot) Depok.

Selengkapnya di https://t.co/BqzPVFyV2n https://t.co/bH49BZquaH","['dampak', 'pandemi', 'covid', 'postingan', 'video', 'keluarga', 'bantu', 'sosial', 'sembako', 'perintah', 'kota', 'pemkot', 'depok', 'lengkap']",netral
870,Bisa cepet kaya nih jualan vaksin covid-19,"['cepet', 'kaya', 'jual', 'vaksin', 'covid']",positif
397,"Resolusiku engga macam macam.
Cukup kamu bersama aku dan covid 19 selesai. Itu aja udah cukup hehe","['resolusi', 'engga', 'covid', 'selesai', 'udah']",positif
766,Tetap semangat menyambut awal 2021 walaupun terpapar Covid,"['semangat', 'sambut', 'papar', 'covid']",positif
1230,"513 COVID-19 patients have been recovered in last 24-hours in Nepal. After this total number of recovered cases has reached to 258,441 (which is 97.6% of total confirmed cases) in Nepal.

Source: MoHP-Nepal Media briefing.","['covid', 'patients', 'have', 'been', 'recovered', 'in', 'last', 'hours', 'in', 'nepal', 'after', 'this', 'total', 'number', 'of', 'recovered', 'cases', 'has', 'reached', 'to', 'which', 'is', 'of', 'total', 'confirmed', 'cases', 'in', 'nepal', 'source', 'mohp', 'nepal', 'media', 'briefing']",negatif
1028,Para Nelayan Yang Sedang Duduk- Duduk Di Depan Bangsal Parkir Menjadi Sasaran Sat Polair Polres Jembrana Berikan Binluh Agar Pakai Masker CegahÂ Covid. https://t.co/yck3lNEdAQ,"['nelayan', 'duduk', 'duduk', 'bangsal', 'parkir', 'sasar', 'sat', 'polair', 'polres', 'jembrana', 'binluh', 'pakai', 'masker', 'cegah', 'covid']",negatif
642,"Antisipasi adanya varian baru Virus Covid-19,
Pemerintah memutuskan untuk menutup sementara masuknya Warga Negara Asing ( WNA ) dari Semua Negara ke Indonesia dari tgl 1 - 14 Januari 2021 https://t.co/zbxzbW6mMC","['antisipasi', 'varian', 'virus', 'covid', 'perintah', 'putus', 'tutup', 'masuk', 'warga', 'negara', 'asing', 'wna', 'negara', 'indonesia', 'tgl', 'januari']",positif
612,"@yourGasina95 @kikysaputrii lewat anjim 
covid ke mana ciuman gitu","['yourgasina', 'kikysaputrii', 'anjim', 'covid', 'cium', 'gitu']",negatif
960,kalo orang yang positif covid efeknya tititnya pindah ke jidat itu dari maret ampe desember nurut itu orang orang ama pemerintah di rumah aja,"['orang', 'positif', 'covid', 'efek', 'titit', 'pindah', 'jidat', 'maret', 'ampe', 'desember', 'nurut', 'orang', 'orang', 'ama', 'perintah', 'rumah']",positif
725,@beb4NkeLu4R9a mas nya covid? Hayu atuh sehat semangat!,"['beb', 'nkelu', 'r', 'a', 'mas', 'covid', 'hayu', 'atuh', 'sehat', 'semangat']",netral
683,"menyambut tahun baru, pemerintah di jatim memberlakukan protokol kesehatan khusus demi mencegah penyebaran covid #ProkesJatim https://t.co/g1s5CzOqY4","['sambut', 'perintah', 'jatim', 'laku', 'protokol', 'sehat', 'khusus', 'cegah', 'sebar', 'covid', 'prokesjatim']",positif
98,"Bhabinkamtibmas Desa Mulyajaya Bripka Kusman Polsek Rengasdengklok, giat  Silaturahmi kepada warganya bpk Kodih Desa Mulyajaya Kec Kutawaluya Kab Karawang Himbauan Protokol Kesehatan guna mencegah Penyebaran Covid-19 tingkat desa mulyajaya
Jumat tgl 1 Januari 2020.
.
#humasreskrw https://t.co/n8EW5BQr1D","['bhabinkamtibmas', 'desa', 'mulyajaya', 'bripka', 'kusman', 'polsek', 'rengasdengklok', 'giat', 'silaturahmi', 'warga', 'bpk', 'kodih', 'desa', 'mulyajaya', 'kec', 'kutawaluya', 'kab', 'karawang', 'himbauan', 'protokol', 'sehat', 'cegah', 'sebar', 'covid', 'tingkat', 'desa', 'mulyajaya', 'jumat', 'tgl', 'januari', 'humasreskrw']",positif
804,"Hari ini jumat tanggal 01 Januari 2021. Tepat hari ulang tahun almarhum ibukku HARIYATI. Semoga amal ibadah dan diberikan tempat terindah di surga ya Gusti Allah Aamiin..
Dan tepat saya 7 hari dinyatakan positif Covid oleh selembar kertas dr Rumah Sakit.","['jumat', 'tanggal', 'januari', 'ulang', 'almarhum', 'ibukku', 'hariyati', 'moga', 'amal', 'ibadah', 'indah', 'surga', 'gusti', 'allah', 'aamiin', 'nyata', 'positif', 'covid', 'lembar', 'kertas', 'dr', 'rumah', 'sakit']",positif
406,"Memalsukan Hasil Tes Covid-19 Berujung Pidana 4 Tahun - Berita Terkini - https://t.co/vFETVmc1Vx

#INDONESIA","['palsu', 'hasil', 'tes', 'covid', 'ujung', 'pidana', 'berita', 'kini', 'indonesia']",negatif
502,"2020:
tersulit: karna covid, jadi sulit ketemu, sampe kangenn bngt sama mafirstluv
terbahagia: bisa buktiin ke tetangga, klo keluarga saya masi baikbaik aja sampe skarang, mala lebi bnyak kemajuan njir wkw

2021:
tujuan: membeli mulut tetangga dengan punya lebih banyak prestasi","['sulit', 'karna', 'covid', 'sulit', 'ketemu', 'sampe', 'kangenn', 'bngt', 'mafirstluv', 'bahagia', 'buktiin', 'tetangga', 'keluarga', 'mas', 'baikbaik', 'sampe', 'skarang', 'mala', 'lebi', 'bnyak', 'maju', 'njir', 'wkw', 'tuju', 'beli', 'mulut', 'tetangga', 'prestasi']",negatif
1071,"Screening rapid antigen dilaksanakan Pemkab Kudus melalui Dinkes (DKK) dalam upaya menekan penyebaran wabah covid-19 di Kabupaten Kudus pada perayaan Natal dan tahun baru (Nataru) 2021. Screening dilakukan serentak di sejumlah pusat keramaian meliputi,
https://t.co/ZR0bAsWOL6 https://t.co/un86nmx6DC","['screening', 'rapid', 'antigen', 'laksana', 'pemkab', 'kudus', 'dinkes', 'dkk', 'upaya', 'tekan', 'sebar', 'wabah', 'covid', 'kabupaten', 'kudus', 'raya', 'natal', 'nataru', 'screening', 'serentak', 'pusat', 'ramai', 'liput']",negatif
1056,"Masih Tinggi, Positif Covid-19 di DIY Hari Ini Bertambah 291 https://t.co/vBBkOjSZbX #beritajogja #jogja #jogjaistimewa https://t.co/3mKhZLjsrJ","['positif', 'covid', 'diy', 'tambah', 'beritajogja', 'jogja', 'jogjaistimewa']",positif
929,"Teriring doa gw sekeluarga bagi mereka yang pulang duluan karena covid... RIP.
.
#mybw #hitamputih #blackandwhite #remembering #rip #bestrong #staysafe #stayhealthy #fightcovid19 @ Ruang Putih Bandung https://t.co/DeZ37UJKqP","['iring', 'doa', 'gw', 'keluarga', 'pulang', 'duluan', 'covid', 'rip', 'mybw', 'hitamputih', 'blackandwhite', 'remembering', 'rip', 'bestrong', 'staysafe', 'stayhealthy', 'fightcovid', 'ruang', 'putih', 'bandung']",negatif
779,"perjamuan kudus kesekian kali dirumah tanpa anggur, covid segeralah pergi biar bisa ibadah di gereja lagi","['jamu', 'kudus', 'sekian', 'kali', 'rumah', 'anggur', 'covid', 'segera', 'pergi', 'ibadah', 'gereja']",negatif
200,@nelsinner Gmpang juga kena covid jir wkwkwk,"['nelsinner', 'gmpang', 'kena', 'covid', 'jir', 'wkwkwk']",negatif
134,"[ SPORT SCIENCE DAILY ] 

Olahraga teratur menjadi cara untuk menjaga kesehatan, kebugaran, dan daya tahan tubuh. 

Untuk itu, yuk tetap aktif dan hidup sehat dengan olahraga teratur untuk mencegah penularan COVID-19.

Stay safe &amp; healtyðŸ˜‰

#ikorbisa
#ikorpastibisa
#ikorluarbiasa https://t.co/ELkucgQWOg","['sport', 'science', 'daily', 'olahraga', 'atur', 'jaga', 'sehat', 'bugar', 'daya', 'tahan', 'tubuh', 'yuk', 'aktif', 'hidup', 'sehat', 'olahraga', 'atur', 'cegah', 'tular', 'covid', 'stay', 'safe', 'healty', 'ikorbisa', 'ikorpastibisa', 'ikorluarbiasa']",positif
1051,"semenjak covid melanda, aing kehilangan 5 sendok...
1 Ketinggalan di Bu Tatang
2 Ga sengaja kebuang ke tempat sampah
1 Masuk kloset
1 Patah

dan sepasang sumpit yang masih misteri keberadaannya.
haishhhhhhhhh","['semenjak', 'covid', 'landa', 'aing', 'hilang', 'sendok', 'tinggal', 'bu', 'tatang', 'sengaja', 'buang', 'sampah', 'masuk', 'kloset', 'patah', 'pasang', 'sumpit', 'misteri', 'ada', 'haishhhhhhhhh']",positif
40,"WHO Setujui Penggunaan Darurat Global Vaksin Covid-19 Pfizer-BioNTech
Klik untuk baca: https://t.co/xJgWvAsThK","['who', 'tuju', 'guna', 'darurat', 'global', 'vaksin', 'covid', 'pfizer', 'biontech', 'klik', 'baca']",positif
1017,@darshan_n Post mortem covid recruiting sergeants are busy,"['darshan n', 'post', 'mortem', 'covid', 'recruiting', 'sergeants', 'are', 'busy']",negatif
230,Masih aja ada yang nggak percaya covid. Sebel akutuhhh,"['nggak', 'percaya', 'covid', 'sebel', 'akutuhhh']",negatif
378,"SATLANTAS POLRES KULONPROGO
MELAKSANAKAN PENDISIPLINAN MASYARAKAT PROKES COVID-19
DI OBYEK WISATA PANTAI MANGROVE,CONGOT.

@ResKulonprogo 
@NTMCLantasPolri 
@ditlantasDIY 
@roadsafetymedia https://t.co/TZrfI86ljF","['satlantas', 'polres', 'kulonprogo', 'laksana', 'disiplin', 'masyarakat', 'prokes', 'covid', 'obyek', 'wisata', 'pantai', 'mangrove', 'congot', 'reskulonprogo', 'ntmclantaspolri', 'ditlantasdiy', 'roadsafetymedia']",negatif
288,"Razia Masker dalam Rangka Ops Yustisi Untuk Mencegah Penyebaran Covid-19 diwilayah Hukum Polsek Sukagumiwang,  Pada Hari Jumat tgl 1 Januari 2021.

Hasil Giat Ops Yustisi :
Teguran : 11 pelanggar
Sosial     :   2 pelanggar

@humaspolresindramayu 
#polrilaksanakanopsyustisi https://t.co/73fTuCrJp4","['razia', 'masker', 'rangka', 'ops', 'yustisi', 'cegah', 'sebar', 'covid', 'wilayah', 'hukum', 'polsek', 'sukagumiwang', 'jumat', 'tgl', 'januari', 'hasil', 'giat', 'ops', 'yustisi', 'tegur', 'langgar', 'sosial', 'langgar', 'humaspolresindramayu', 'polrilaksanakanopsyustisi']",negatif
418,"Diduga Komplotan Pembuat Surat Keterangan Rapid Test Covid-19 Palsu, 3 Orang Diringkus di Pelabuhan Tanjung Perak. Satgas: Jangan Main-main, Bisa Dipenjara 4 Tahun https://t.co/SteZ5EvU34","['duga', 'komplot', 'buat', 'surat', 'terang', 'rapid', 'test', 'covid', 'palsu', 'orang', 'ringkus', 'labuh', 'tanjung', 'perak', 'satgas', 'main', 'main', 'penjara']",positif
391,Udah tahun baru 2021. Udah gada covid kan?,"['udah', 'udah', 'gada', 'covid']",positif
592,"Bhabinkamtibmas Desa Citaman Bripka Diden B Robian SH menyambangi pangkalan ojeg Kp. Andir Desa Citaman Kec Nagreg, dan menghimbau agar tetap disiplin patuhi protokol kesehatan untuk mencegah penyebaran Covid-19. https://t.co/AUBEwfvVFZ","['bhabinkamtibmas', 'desa', 'citaman', 'bripka', 'den', 'b', 'robian', 'sh', 'sambang', 'pangkal', 'ojeg', 'kp', 'andir', 'desa', 'citaman', 'kec', 'nagreg', 'menghimbau', 'disiplin', 'patuh', 'protokol', 'sehat', 'cegah', 'sebar', 'covid']",positif
1162,"awakku katek slemenget,moro moro sesek,mumet,lemes wes pikiranku nggladur nyg covid ndilalah mariku aku mangan lakok seger waras. luwe tibak e :')","['awak', 'katek', 'slemenget', 'moro', 'moro', 'sek', 'mumet', 'lemes', 'wes', 'pikir', 'nggladur', 'covid', 'ndilalah', 'mari', 'mangan', 'lakok', 'seger', 'waras', 'luwe', 'tibak', 'e']",negatif
1086,"Gak habis pikir masih ada orang yg ngomong covid itu gak real ðŸ™ƒ
Emg keluarganya belom ada yg kena aja makanya bisa ngomong begitu ðŸ˜‘","['habis', 'pikir', 'orang', 'ngomong', 'covid', 'real', 'emg', 'keluarga', 'bom', 'kena', 'ngomong']",negatif
647,"Happy new year âœ¨â¤ï¸
Paham si kalo covid ga bakal langsung ilang cuma garaâ€ tahun baru
So here is my simple wish, may god bless us with health &amp; joy for the next whole year aamiin :)) https://t.co/Jh84xqbEif","['happy', 'new', 'year', 'paham', 'covid', 'langsung', 'ilang', 'gara', 'so', 'here', 'is', 'my', 'simple', 'wish', 'may', 'god', 'bless', 'us', 'with', 'health', 'joy', 'for', 'the', 'next', 'whole', 'year', 'aamiin']",positif
1152,kelurahan membludak wkwk. ketika covid dikalahkan dengan bansosðŸ¤£,"['lurah', 'membludak', 'wkwk', 'covid', 'kalah', 'bansos']",netral
